date,sales
21010605,20.151726573314317
21010508,24.91314700761862
21011300,21.957163035486307
21010719,24.48397269004352
21010909,19.053635964568794
21010621,22.54482673262696
21010514,29.68855823404625
21011003,17.34930680111124
21010914,17.08028075907473
21011204,18.261766137294675
21010306,25.818575225084896
21011310,20.584712104076324
21010311,24.3250563788608
21010623,22.885126789062785
21011001,15.035908813234872
21010710,26.555953342768294
21011308,19.121806736113736
21011211,17.955513819052307
21010500,22.36438969064922
21011017,18.902229189141703
21011301,22.04540251587227
21011015,18.48302386061754
21011212,18.710389830427204
21010821,19.55538505723405
21010918,17.37526659807511
21010606,25.395429403655257
21010505,27.56264667687949
21010213,22.43296335770337
21011216,17.941516962089562
21011115,20.34850715174089
21011221,17.794143553754903
21010204,24.34202548385933
21011214,17.590938820361533
21010900,21.7542967247416
21010604,29.15559262035821
21010715,21.597429641835586
21010113,24.739797869848672
21010401,28.117230667508757
21011009,18.90966198166928
21011102,15.746834787531096
21011205,12.24414911331668
21011121,17.477652777919474
21010811,19.159845394736315
21010409,28.273425365507943
21010303,28.21406692230717
21010411,25.878190888355768
21010816,19.54526574371056
21010904,21.58799815376164
21010721,20.825877278134392
21010814,20.961399209707704
21010610,25.33697651156796
21010102,21.133971860343667
21010813,16.18767324299905
21011103,19.99392534061666
21010221,25.97337821439293
21011116,15.163420487437618
21010703,24.246102086683543
21010510,24.48224638261517
21010612,25.283438739615992
21011206,20.648780176960276
21010410,27.763432073272146
21011111,18.784533905497817
21011021,17.763100221740007
21010111,24.5034643145676
21010907,18.286715640219438
21010706,25.24881296181005
21010218,26.22103536592146
21010722,22.118729487038923
21010209,26.37124161383122
21010205,26.156109156848316
21010805,20.947506032290462
21010123,22.965000787935065
21010817,16.55164075269813
21010317,28.19412481777965
21010220,25.69131227851858
21010912,15.91939232556294
21010700,24.19452363833779
21010404,27.83003962473412
21010413,26.744775914176387
21010420,28.4260975893936
21011311,20.02846201099803
21010122,24.924007403147417
21011022,19.460993118063183
21010405,27.390809590371514
21010206,19.92956388404993
21011208,17.11334428491024
21010511,26.327417281163605
21010503,29.09673403759613
21010319,27.17195928308484
21011120,16.069268181423322
21010216,25.139674956541008
21010600,24.07898973239949
21010818,19.92381849916455
21011215,18.394660349766887
21010309,27.199348010717788
21010416,27.03797864075585
21011306,20.21487349599683
21010901,18.33243770798608
21010802,20.594498392661404
21010815,20.73340867567316
21010421,26.85017411964041
21010308,24.010041644008503
21010820,16.430072869526654
21011010,14.348241838243894
21011008,15.516530485072323
21010315,29.612686126451877
21011007,14.05619325037037
21010313,30.502715554845828
21010314,28.73730251770169
21010318,26.42060750396924
21010923,19.087973689863187
21010400,30.036823490694328
21010214,23.501551785656925
21011220,18.224768218021545
21010601,24.7829430346036
21010614,24.84441247776384
21010222,27.72432009353768
21010609,22.55227398940715
21011117,17.903585572914317
21010720,24.731563457363272
21010717,21.992603033295246
21010407,28.540769537450696
21010107,21.14405501280149
21010201,22.436633999256205
21010101,21.939345023111244
21010521,26.11794187547495
21010305,27.92269023036866
21010803,18.23204130600647
21010902,20.15232997352898
21010203,25.40393291522201
21011207,18.993825774356765
21010408,24.603866982377525
21010215,26.031873323233206
21010915,17.825245939351237
21011209,19.462689036826497
21010417,25.81304723994682
21011114,14.97509866347158
21010307,24.51410623496509
21010618,24.28633624084196
21011217,17.570130999434564
21011101,18.458453183661916
21010808,17.39571965655416
21011309,20.85549463577729
21011118,18.6344225406408
21010708,20.74134187222052
21010523,23.20052932081005
21011110,19.09403206751808
21010822,22.24544522285892
21010506,27.932021471838127
21010702,20.59841211953124
21011016,15.741982269382024
21010608,23.151062832082903
21010115,22.58270663083998
21011302,19.419214356357976
21010120,26.3821704580808
21010415,24.89109405208932
21010713,24.258881267832045
21010716,25.205812661923616
21011105,15.3326119126024
21010100,24.16857493094219
21010910,20.47094354016832
21010517,26.950363032340206
21010507,25.414291653262445
21010219,23.779995425898274
21011119,17.36540928998322
21010504,25.790972788812866
21011013,16.092742039090986
21010919,18.365709155590032
21011023,16.8293751466288
21011112,19.31834598749596
21010620,21.073440303630264
21011012,16.628306138207055
21010114,24.01249434315947
21010812,23.344599891229414
21010520,27.00602989707129
21010418,27.35719857579108
21010701,19.398360090498144
21010921,18.040092318079274
21011213,21.47741362230649
21010603,26.750410272234745
21010619,23.317236171756903
21010516,24.63659671325985
21011104,17.88473768769169
21010310,25.67917685601231
21010402,29.649263788714592
21010312,27.29034393533828
21011200,17.299516068859692
21011201,16.409417089494976
21010108,21.0884236376191
21010707,21.92336758334012
21010823,17.515413178389736
21010709,19.332124683034955
21010819,21.520038632502956
21011219,20.24680664149076
21011000,18.328182024448463
21010711,19.66731363811605
21011210,20.12931638258845
21011222,20.57236290935572
21010810,19.211505608768128
21010212,26.208124966020627
21010911,15.587676019679977
21010109,21.73276463581991
21010419,23.916626067908464
21011218,18.48242487497822
21010211,27.118894211980376
21011305,19.9882622269634
21011203,16.7627718603222
21010210,24.743925420257387
21011002,14.384735528124116
21010916,20.486497000171244
21011304,19.399872913417536
21010217,27.77822038819732
21010920,20.58757891473047
21010906,16.965746881180095
21010723,21.911444023940245
21010118,22.159645223198893
21010509,26.424533578463805
21010316,28.930954926817275
21010223,20.25884988242068
21011113,16.33120861887813
21010704,22.18593483594177
21011123,18.799952440458284
21010106,25.710546764694133
21011202,20.19001251768914
21010300,26.8672529533921
21010116,22.73670493017209
21010403,29.06834827677633
21010323,23.89698115319308
21010804,20.720473888038484
21010104,22.878329843920746
21011020,15.21776232011964
21011100,15.84366501846834
21010611,23.682531937452563
21010800,17.666503220135777
21010705,21.3128824863946
21011014,18.97932772178771
21010121,23.05439602288365
21010304,25.33805687799286
21010412,26.326527690259844
21010801,21.680585241428822
21010913,12.910974514302044
21010616,24.14927360765984
21010406,27.292401767374574
21011018,18.95116478734777
21010602,22.416497999036423
21010322,26.069345876201908
21010302,24.573122608997988
21010905,17.098527419407603
21011004,16.143260354673373
21010422,28.7307296015287
21010807,23.58050068926416
21010423,25.602289135392105
21010202,23.435848254518262
21010117,24.1853496653425
21010903,16.697416402066263
21011107,21.147002956312907
21010622,28.34399322138212
21011122,16.213286730715428
21010515,24.90243060272492
21010908,17.136827025279725
21010320,23.930191082681507
21010617,27.901815227242285
21010112,18.650563505243056
21010301,27.644168658387606
21011108,13.583538910560351
21010502,29.17246164144612
21010922,23.361045407189877
21010809,21.81668765421477
21010110,21.47128941933109
21011109,19.76291088683544
21010200,19.3704389533277
21010512,26.10753255589741
21010917,16.889838012182313
21010714,20.366671521120598
21010207,26.061385241577703
21010119,27.613792357186803
21011303,20.489746811215294
21010712,23.77861272744067
21011307,22.40431462555668
21011019,16.923077820418435
21011005,16.651871263725134
21010607,23.651496788419276
21011011,18.70504159635324
21010615,23.57560705410264
21010518,22.86046429360633
21010321,29.01459446723089
21010806,20.79741097836444
21010414,30.08847559018362
21010718,21.42602330584114
21010513,26.105814866878287
21011223,20.988732905006707
21010613,21.02364659870509
21011006,17.666208729933846
21010103,23.05356771084184
21010522,25.219574344779964
21010208,25.62196203369461
21010501,28.43277819754556
21010105,21.681094440875583
21011106,21.71416655486353
21010519,26.131129998200585
