date,sales
Sunday January 10 21 14:00,28.73867430781056
Wednesday January 13 21 09:00,18.606399239599764
Thursday January 07 21 21:00,17.277140843130347
Sunday January 03 21 08:00,29.405986475633107
Sunday January 10 21 03:00,27.435224641908537
Wednesday January 06 21 12:00,17.03659469302609
Sunday January 10 21 00:00,27.626669885233664
Saturday January 02 21 01:00,27.040475306563632
Thursday January 07 21 10:00,15.68596931390599
Thursday January 07 21 13:00,16.02477808238523
Tuesday January 12 21 18:00,21.88791638031825
Saturday January 02 21 07:00,29.90055047989713
Saturday January 09 21 01:00,23.042678173369833
Monday January 11 21 06:00,28.392120985869973
Sunday January 03 21 22:00,28.855214998248258
Wednesday January 13 21 00:00,20.855585834080227
Saturday January 02 21 13:00,26.81106004038769
Monday January 04 21 16:00,23.99162021952865
Wednesday January 06 21 14:00,14.477737623146371
Wednesday January 06 21 13:00,15.295816179720841
Thursday January 07 21 16:00,16.163354760333007
Monday January 04 21 03:00,25.414215532970015
Sunday January 10 21 08:00,28.778777402017138
Monday January 04 21 06:00,24.70072330954996
Monday January 04 21 00:00,27.091404393417694
Friday January 08 21 23:00,23.54854079703386
Tuesday January 12 21 03:00,26.34098442812268
Monday January 04 21 17:00,24.274811667086333
Monday January 04 21 11:00,24.61179543471191
Friday January 01 21 00:00,22.403162426557863
Thursday January 07 21 19:00,16.805521645392417
Friday January 01 21 08:00,24.338793853731254
Tuesday January 12 21 02:00,24.51011714448684
Tuesday January 12 21 12:00,23.591088207834026
Monday January 04 21 21:00,21.526318366363427
Monday January 11 21 12:00,26.785947782673443
Saturday January 09 21 05:00,24.795796851886813
Sunday January 03 21 06:00,28.705804629617123
Wednesday January 06 21 00:00,16.375853083982925
Friday January 08 21 03:00,18.59043208866449
Wednesday January 13 21 02:00,19.93466212675202
Monday January 11 21 00:00,29.465655754148518
Sunday January 03 21 00:00,29.286141592686118
Wednesday January 13 21 05:00,19.326457887830635
Thursday January 07 21 06:00,14.656690601044557
Wednesday January 06 21 16:00,14.542654327047806
Tuesday January 05 21 18:00,16.240629094885758
Monday January 11 21 13:00,27.32945551450133
Sunday January 03 21 13:00,27.593155186953986
Tuesday January 12 21 19:00,20.449074710823268
Tuesday January 05 21 11:00,18.825405667336184
Saturday January 09 21 11:00,25.31446504683934
Monday January 11 21 02:00,28.31865644459705
Tuesday January 05 21 08:00,17.97134449754097
Tuesday January 05 21 01:00,20.577680730691952
Saturday January 02 21 17:00,28.748084281905694
Thursday January 07 21 17:00,17.118310703438993
Wednesday January 13 21 11:00,18.642882636673534
Tuesday January 05 21 05:00,21.163907257885334
Sunday January 10 21 11:00,27.928869647415034
Sunday January 03 21 09:00,27.251471236611767
Saturday January 02 21 20:00,29.679524560191282
Saturday January 09 21 03:00,22.525460901620658
Friday January 01 21 12:00,25.635690182168
Saturday January 02 21 05:00,24.69091263083475
Tuesday January 12 21 00:00,23.56635773453783
Tuesday January 12 21 21:00,21.67336289968394
Thursday January 07 21 08:00,14.140269894369744
Thursday January 07 21 15:00,17.07134649064592
Friday January 01 21 10:00,24.573347509904103
Tuesday January 12 21 11:00,23.800525342418716
Tuesday January 05 21 03:00,21.239961678309964
Saturday January 09 21 02:00,24.550528391813433
Friday January 08 21 04:00,18.83500827322782
Saturday January 09 21 10:00,26.03113995940871
Wednesday January 06 21 11:00,16.028167602869356
Thursday January 07 21 09:00,16.35519492061573
Saturday January 09 21 16:00,26.185094766940686
Friday January 01 21 04:00,21.000611215798028
Saturday January 09 21 14:00,25.082705910497335
Saturday January 02 21 16:00,28.39123817841709
Sunday January 10 21 06:00,29.20886257430468
Friday January 08 21 18:00,20.791423047000894
Tuesday January 12 21 06:00,23.076445611278174
Monday January 11 21 09:00,26.774326159507854
Tuesday January 12 21 15:00,23.641391585001877
Saturday January 02 21 06:00,26.92977423422101
Friday January 01 21 20:00,25.285842658096378
Saturday January 02 21 14:00,28.673015012957926
Sunday January 10 21 12:00,30.297026250197646
Thursday January 07 21 12:00,15.033809162697695
Tuesday January 05 21 21:00,18.417324600455675
Sunday January 03 21 10:00,28.221347599471397
Monday January 04 21 14:00,26.0210379706158
Wednesday January 06 21 03:00,15.773660889629571
Wednesday January 06 21 18:00,14.999417045335324
Saturday January 09 21 00:00,22.301983982564487
Wednesday January 13 21 03:00,19.85531155326505
Friday January 08 21 22:00,23.883594026245028
Wednesday January 13 21 04:00,19.408535894528836
Saturday January 02 21 09:00,27.74769215908228
Thursday January 07 21 00:00,14.418512466423053
Thursday January 07 21 20:00,17.057047762412893
Tuesday January 05 21 09:00,19.100248158884746
Sunday January 10 21 17:00,29.52816479484582
Wednesday January 06 21 01:00,15.567981439002263
Saturday January 09 21 23:00,25.76319058898396
Thursday January 07 21 14:00,15.512153478653246
Saturday January 09 21 09:00,25.404938292679514
Sunday January 03 21 16:00,26.20245027990242
Saturday January 09 21 15:00,25.41497140809479
Tuesday January 12 21 14:00,23.189600590652862
Wednesday January 06 21 04:00,15.928959592848418
Saturday January 02 21 03:00,29.222906943881274
Wednesday January 13 21 01:00,21.342113844099025
Tuesday January 05 21 12:00,19.026902690121926
Saturday January 09 21 07:00,24.715149356794424
Saturday January 02 21 19:00,28.613414802985314
Tuesday January 05 21 07:00,20.315270539578886
Saturday January 09 21 19:00,26.947454271556605
